peak_Player-additional,peak_Age,peak_G,peak_GS,peak_MP,peak_FG,peak_FGA,peak_FG%,peak_3P,peak_3PA,peak_3P%,peak_2P,peak_2PA,peak_2P%,peak_FT,peak_FTA,peak_FT%,peak_ORB,peak_DRB,peak_TRB,peak_AST,peak_STL,peak_BLK,peak_TOV,peak_PF,peak_PTS,peak_ORtg,peak_DRtg,peak_AST_2_TOV,peak_AST_2_FG,peak_PPP,peak_Season,peak_PER,peak_TS%,peak_3PAr,peak_FTr,peak_ORB%,peak_DRB%,peak_TRB%,peak_AST%,peak_STL%,peak_BLK%,peak_TOV%,peak_USG%,peak_OWS,peak_DWS,peak_WS,peak_WS/48,peak_OBPM,peak_DBPM,peak_BPM,peak_VORP,peak_Dist.,peak_2P_prop,peak_0-3_prop,peak_3-10_prop,peak_10-16_prop,peak_16-3P_prop,peak_3P_prop,peak_2P_fg%,peak_0-3_fg%,peak_3-10_fg%,peak_10-16_fg%,peak_16-3P_fg%,peak_3P_fg%,peak_2P_%astd,peak_3P_%astd,peak_dunk_%FGA,peak_dunk_#,peak_corner_%3PA,peak_corner_3P%,peak_heave_Att.,peak_heave_#
bateske01,25.33,47.0,14.0,15.58,6.63,14.37,0.46,1.63,4.83,0.34,5.03,9.53,0.52,3.37,4.6,0.73,1.83,6.77,8.6,2.57,1.63,1.07,1.43,2.3,18.23,112.67,114.67,1.78,0.18,1.02,2020.33,13.1,0.56,0.33,0.32,4.0,15.7,9.67,7.4,1.63,1.83,7.97,15.77,0.93,0.5,1.4,0.08,-1.0,-0.3,-1.3,0.2,11.0,0.67,0.37,0.24,0.04,0.02,0.33,0.52,0.7,0.3,0.27,0.11,0.34,0.65,0.97,0.03,8.33,0.46,0.34,0.0,0.0
batismi01,25.0,75.0,2.0,16.64,8.2,19.4,0.42,0.7,3.4,0.22,7.4,16.0,0.46,2.9,3.7,0.78,3.4,7.3,10.7,2.2,1.7,0.7,2.9,5.0,20.0,96.0,107.0,0.76,0.11,0.83,2002.0,12.2,0.48,0.17,0.19,7.5,15.6,11.6,6.9,1.7,0.9,12.0,20.7,0.0,0.7,0.8,0.03,-2.1,-1.4,-3.5,-0.5,12.1,0.83,0.31,0.11,0.15,0.26,0.17,0.46,0.66,0.32,0.4,0.32,0.22,0.71,0.89,0.08,34.0,0.37,0.33,1.0,0.0
battish01,26.0,80.0,51.33,30.38,6.07,13.37,0.46,1.53,4.0,0.38,4.6,9.3,0.49,3.33,4.47,0.74,3.13,5.37,8.5,2.7,2.17,1.83,1.63,4.57,17.07,116.0,102.33,1.66,0.2,1.0,2004.0,14.93,0.56,0.3,0.34,6.87,11.7,9.27,8.3,2.17,2.6,9.67,14.67,4.17,3.4,7.6,0.15,1.0,1.53,2.53,2.8,12.0,0.7,0.32,0.14,0.11,0.13,0.3,0.49,0.6,0.38,0.43,0.39,0.38,0.59,0.97,0.03,14.67,0.64,0.41,1.33,0.0
battito01,27.67,72.67,46.0,21.77,6.33,12.23,0.52,0.03,0.23,0.14,6.3,12.03,0.53,2.53,3.63,0.69,4.6,8.47,13.1,1.27,1.27,1.83,1.67,5.73,15.33,114.33,100.33,0.77,0.1,0.99,2003.67,13.87,0.56,0.02,0.3,9.8,18.37,14.03,4.2,1.27,2.73,10.6,13.67,2.4,2.53,4.93,0.15,-1.57,0.77,-0.87,0.47,9.47,0.98,0.37,0.13,0.22,0.26,0.02,0.53,0.77,0.29,0.42,0.4,0.14,0.75,0.67,0.16,58.0,0.18,0.11,1.0,0.0
batumni01,23.33,64.0,60.0,33.1,7.13,15.2,0.47,2.93,7.7,0.38,4.2,7.5,0.56,2.9,3.47,0.83,1.9,6.97,8.87,5.5,1.47,1.37,2.93,3.4,20.07,116.33,107.33,1.83,0.37,1.02,2011.33,16.27,0.6,0.51,0.23,4.2,15.27,9.7,16.4,1.47,1.9,14.7,17.03,3.67,2.03,5.73,0.14,2.43,0.93,3.37,2.93,16.7,0.49,0.24,0.04,0.05,0.16,0.51,0.56,0.7,0.4,0.49,0.42,0.38,0.61,0.94,0.07,35.33,0.3,0.41,0.67,0.0
baxtelo01,25.33,52.67,1.67,11.5,6.83,14.73,0.46,0.03,0.13,0.17,6.8,14.57,0.47,4.03,5.93,0.69,5.13,8.6,13.77,1.03,1.13,1.6,2.97,8.8,17.73,100.33,103.0,0.35,0.07,0.87,2003.33,11.93,0.51,0.01,0.4,11.1,18.6,14.8,3.43,1.13,2.23,14.47,17.57,0.33,0.7,1.03,0.08,-3.67,-0.7,-4.37,-0.33,4.43,0.99,0.61,0.2,0.1,0.08,0.01,0.47,0.57,0.28,0.23,0.44,0.11,0.62,0.33,0.07,12.67,0.22,0.17,0.0,0.0
bayleje01,24.67,54.33,11.0,24.58,7.73,18.33,0.42,3.0,7.3,0.4,4.73,11.0,0.43,3.73,4.5,0.82,0.67,4.4,5.07,7.53,1.73,0.4,3.4,4.77,22.17,108.0,107.0,2.21,0.41,0.94,2012.67,14.53,0.55,0.41,0.24,1.43,9.67,5.6,23.93,1.73,0.63,14.27,20.6,1.6,1.23,2.8,0.11,0.67,-0.33,0.33,0.67,17.23,0.59,0.17,0.08,0.04,0.3,0.41,0.43,0.56,0.3,0.46,0.38,0.4,0.35,0.87,0.02,10.0,0.23,0.5,0.67,0.0
baynear01,31.33,58.0,15.67,17.85,7.8,16.03,0.49,1.4,4.07,0.23,6.37,11.97,0.54,3.7,4.73,0.79,4.83,9.1,13.93,2.93,0.7,1.77,2.5,6.9,20.7,115.0,108.0,1.19,0.19,1.0,2017.33,15.67,0.57,0.24,0.3,10.53,20.77,15.57,8.93,0.7,3.0,12.47,18.27,1.67,1.2,2.87,0.13,-0.83,-0.07,-0.9,0.3,9.53,0.76,0.42,0.22,0.08,0.05,0.24,0.54,0.61,0.48,0.41,0.28,0.23,0.72,0.67,0.1,29.67,0.27,0.2,0.0,0.0
bazemke01,27.0,71.0,65.67,27.4,7.6,17.93,0.42,2.6,7.13,0.37,4.97,10.8,0.46,3.43,4.43,0.77,0.83,6.37,7.2,4.9,2.43,1.13,3.57,4.1,21.2,99.0,104.67,1.37,0.27,0.9,2016.0,13.17,0.53,0.4,0.25,1.9,14.07,8.03,15.67,2.43,1.97,15.13,21.0,-0.03,2.87,2.8,0.07,-1.23,1.2,-0.03,0.97,14.07,0.6,0.3,0.11,0.06,0.14,0.4,0.46,0.59,0.25,0.34,0.39,0.37,0.51,0.87,0.03,15.67,0.33,0.42,1.0,0.0
bazleda01,20.67,57.67,21.0,20.24,6.23,14.73,0.42,1.87,5.67,0.34,4.37,9.1,0.48,2.57,4.13,0.64,1.9,8.83,10.77,2.4,1.4,2.07,2.1,2.5,16.97,101.33,110.0,1.14,0.16,0.91,2020.67,11.77,0.51,0.38,0.28,4.17,19.6,11.9,7.03,1.4,3.87,11.3,16.6,-0.3,1.53,1.27,0.05,-2.07,0.6,-1.47,0.13,12.1,0.62,0.35,0.21,0.04,0.02,0.38,0.48,0.6,0.3,0.4,0.18,0.34,0.68,0.93,0.14,43.67,0.31,0.37,0.33,0.0
bealbr01,25.0,73.0,73.0,35.86,12.67,26.4,0.48,3.4,9.13,0.37,9.3,17.2,0.54,6.57,7.73,0.84,1.3,4.3,5.63,5.87,1.63,0.6,3.47,3.2,35.27,114.67,113.67,1.7,0.22,1.06,2018.0,21.2,0.59,0.35,0.29,2.97,9.97,6.47,20.53,1.63,1.07,10.4,29.67,5.67,1.67,7.33,0.13,4.27,-1.07,3.2,3.37,14.63,0.65,0.23,0.16,0.11,0.15,0.35,0.54,0.66,0.46,0.47,0.45,0.37,0.45,0.75,0.03,44.33,0.15,0.42,1.33,0.0
beaslma01,22.0,46.67,18.33,21.17,9.73,21.4,0.46,4.0,10.47,0.37,5.77,10.97,0.53,2.17,2.6,0.83,1.17,4.37,5.5,3.07,1.57,0.2,2.03,2.8,25.6,111.0,114.67,1.55,0.14,1.04,2018.0,14.17,0.57,0.49,0.12,2.6,9.97,6.23,9.77,1.57,0.33,8.23,21.57,1.3,0.7,2.0,0.08,0.67,-0.9,-0.23,0.57,15.2,0.51,0.29,0.09,0.07,0.06,0.49,0.53,0.65,0.27,0.34,0.43,0.37,0.6,0.95,0.06,20.67,0.3,0.44,0.33,0.0
beaslmi01,26.0,69.33,38.0,22.96,11.6,23.4,0.5,0.87,2.4,0.36,10.7,20.97,0.51,4.1,5.33,0.77,2.63,8.8,11.47,2.97,1.47,1.3,3.63,4.8,28.2,103.33,107.33,0.81,0.13,0.96,2014.0,17.23,0.55,0.1,0.23,5.93,19.63,12.83,10.07,1.47,2.17,12.33,26.0,0.83,2.1,2.93,0.09,-0.1,-0.5,-0.6,0.57,10.27,0.9,0.31,0.22,0.16,0.21,0.1,0.51,0.68,0.46,0.4,0.41,0.36,0.51,0.97,0.05,39.67,0.39,0.32,0.67,0.0
beaubro01,22.67,51.33,9.33,15.47,8.7,19.63,0.44,2.33,6.97,0.33,6.37,12.67,0.49,2.83,3.5,0.81,0.87,5.13,6.0,6.73,2.17,0.87,3.43,5.23,22.57,102.67,105.67,2.02,0.35,0.9,2010.67,14.8,0.53,0.36,0.18,1.93,11.03,6.53,21.3,2.17,1.27,13.93,21.8,0.53,0.97,1.53,0.09,-0.47,0.53,0.07,0.5,14.17,0.64,0.28,0.14,0.08,0.15,0.36,0.49,0.65,0.41,0.42,0.32,0.33,0.27,0.75,0.03,8.33,0.21,0.41,2.0,0.0
belinma01,27.33,80.0,32.0,24.67,8.37,18.53,0.45,3.53,8.73,0.41,4.87,9.8,0.5,3.07,3.63,0.85,0.5,4.07,4.57,3.57,1.33,0.23,2.27,3.2,23.37,110.33,108.33,1.56,0.19,1.04,2013.33,13.73,0.58,0.47,0.19,1.07,8.97,5.1,11.03,1.33,0.37,10.23,19.9,2.6,1.73,4.33,0.11,0.53,-0.43,0.07,1.07,18.07,0.53,0.15,0.07,0.07,0.24,0.47,0.5,0.67,0.33,0.46,0.45,0.41,0.77,0.91,0.01,4.67,0.26,0.42,2.33,0.67
bellch01,27.33,70.33,31.0,27.32,7.17,16.6,0.43,2.57,6.83,0.38,4.6,9.8,0.47,2.3,3.0,0.77,0.93,3.47,4.37,4.73,1.9,0.17,1.93,4.37,19.23,109.67,111.0,2.5,0.29,0.97,2006.33,12.53,0.54,0.41,0.18,2.07,8.0,4.97,14.5,1.9,0.23,9.8,17.27,2.23,0.9,3.17,0.08,-0.5,-0.2,-0.67,0.53,16.47,0.59,0.23,0.03,0.07,0.26,0.41,0.47,0.58,0.38,0.38,0.39,0.38,0.52,0.89,0.01,5.0,0.37,0.4,1.0,0.0
belljo01,24.0,51.33,5.33,11.54,6.43,11.6,0.56,0.23,0.83,0.11,6.17,10.77,0.58,2.23,3.57,0.64,4.1,8.63,12.7,4.53,1.27,2.73,3.1,4.57,15.33,112.67,107.67,1.55,0.4,0.94,2018.0,14.93,0.58,0.07,0.3,9.57,19.17,14.5,12.7,1.27,4.7,19.13,14.67,0.77,0.9,1.63,0.11,-1.2,1.0,-0.2,0.4,6.43,0.93,0.6,0.12,0.11,0.1,0.07,0.58,0.68,0.43,0.36,0.22,0.11,0.74,0.25,0.21,28.0,0.22,0.17,0.33,0.0
bellra01,30.0,77.33,77.33,36.71,6.73,15.37,0.44,3.37,8.07,0.42,3.33,7.3,0.46,1.8,2.27,0.81,0.8,3.77,4.57,3.37,1.07,0.43,1.37,4.1,18.7,113.33,110.0,2.48,0.22,1.05,2006.0,11.8,0.57,0.53,0.15,1.97,8.13,5.2,9.3,1.07,0.57,7.77,15.97,3.97,1.73,5.7,0.1,0.13,-0.33,-0.23,1.27,19.67,0.47,0.09,0.03,0.06,0.29,0.53,0.46,0.59,0.4,0.38,0.44,0.42,0.69,0.96,0.0,3.33,0.38,0.43,1.0,0.0
bembrde01,25.67,63.0,15.67,20.31,6.1,12.17,0.51,0.87,2.8,0.32,5.2,9.33,0.56,1.77,2.77,0.64,1.63,6.2,7.87,4.4,2.47,1.03,2.8,4.7,14.8,106.67,111.67,1.66,0.36,0.93,2019.67,11.3,0.56,0.23,0.22,3.7,14.23,8.87,12.97,2.47,1.97,16.87,14.33,0.1,1.3,1.43,0.06,-2.9,1.23,-1.67,0.03,8.3,0.77,0.48,0.25,0.03,0.01,0.23,0.56,0.68,0.4,0.23,0.03,0.32,0.6,0.96,0.11,31.0,0.37,0.38,0.33,0.0
bendedr01,20.0,57.0,21.33,18.85,4.73,12.0,0.4,2.1,7.23,0.29,2.6,4.73,0.53,1.0,1.73,0.57,1.6,7.57,9.2,2.7,0.77,1.43,2.47,5.07,12.6,94.33,114.0,1.13,0.23,0.83,2017.0,7.3,0.49,0.6,0.15,3.57,17.57,10.43,7.93,0.77,2.47,16.23,13.5,-0.47,0.5,0.1,-0.0,-3.53,-0.77,-4.3,-0.6,16.7,0.4,0.25,0.09,0.02,0.04,0.6,0.53,0.64,0.41,0.28,0.12,0.29,0.58,1.0,0.04,9.33,0.27,0.32,0.0,0.0
bendejo01,22.0,48.33,6.33,17.27,7.87,17.47,0.45,1.47,3.97,0.38,6.4,13.5,0.47,5.37,6.87,0.77,2.17,5.93,8.1,2.17,0.7,2.47,4.13,4.97,22.6,100.0,102.67,0.65,0.13,0.91,2002.0,13.2,0.55,0.23,0.39,4.77,12.63,8.73,7.07,0.7,3.4,16.13,21.23,0.53,0.9,1.4,0.08,-1.07,-0.23,-1.33,0.1,12.3,0.77,0.28,0.17,0.13,0.19,0.23,0.47,0.65,0.4,0.33,0.35,0.38,0.61,0.99,0.11,26.67,0.23,0.22,0.0,0.0
bennean01,21.33,44.0,1.33,13.3,6.7,16.97,0.4,1.23,4.67,0.27,5.47,12.3,0.46,3.47,5.17,0.67,3.77,9.0,12.8,2.07,1.33,0.67,2.63,5.1,18.17,97.0,109.67,0.9,0.12,0.83,2014.33,11.0,0.47,0.28,0.3,8.27,20.33,14.17,6.6,1.33,1.1,11.83,19.17,-0.3,0.43,0.13,0.03,-2.67,-1.53,-4.23,-0.43,13.17,0.72,0.33,0.09,0.05,0.26,0.28,0.46,0.65,0.22,0.16,0.2,0.27,0.6,0.97,0.1,19.67,0.28,0.31,0.0,0.0
bertada01,25.0,73.33,9.33,15.88,6.7,15.13,0.44,4.37,10.9,0.4,2.33,4.17,0.55,1.77,2.07,0.84,0.97,6.1,7.07,3.1,1.17,1.37,1.67,4.33,19.47,117.33,107.67,1.92,0.21,1.1,2017.0,13.33,0.61,0.72,0.14,2.2,13.43,7.83,8.93,1.17,2.2,9.37,15.73,1.77,1.37,3.13,0.13,0.87,0.53,1.4,1.03,20.63,0.28,0.12,0.06,0.05,0.05,0.72,0.55,0.76,0.36,0.4,0.39,0.4,0.81,0.98,0.04,12.0,0.16,0.53,1.67,0.0
besttr01,30.33,74.0,26.33,22.64,6.97,16.63,0.42,0.9,2.73,0.33,6.03,13.87,0.44,3.43,3.9,0.88,0.7,3.6,4.27,7.6,2.13,0.23,2.9,5.33,18.23,101.67,105.67,2.6,0.46,0.86,2002.33,12.47,0.5,0.16,0.24,1.47,8.03,4.7,24.8,2.13,0.37,13.6,18.43,1.07,1.53,2.57,0.08,-1.87,0.33,-1.5,0.23,14.3,0.84,0.25,0.06,0.12,0.41,0.16,0.44,0.56,0.43,0.37,0.38,0.33,0.29,0.82,0.0,0.0,0.12,0.5,2.0,0.0
beverpa01,29.33,50.0,34.67,23.05,5.47,13.1,0.42,2.67,7.27,0.37,2.8,5.87,0.48,2.2,2.97,0.74,2.4,5.87,8.23,7.73,2.23,1.37,2.6,5.63,15.83,117.0,107.67,3.0,0.59,0.93,2017.33,14.23,0.55,0.56,0.22,5.37,13.03,9.23,22.3,2.23,2.4,15.27,14.93,1.77,1.5,3.3,0.14,0.67,2.23,2.9,1.37,16.7,0.44,0.17,0.19,0.05,0.03,0.56,0.48,0.61,0.45,0.33,0.19,0.37,0.26,0.89,0.01,1.33,0.28,0.44,0.67,0.0
bibbymi01,27.0,80.33,80.33,36.53,9.0,20.33,0.44,2.7,7.03,0.38,6.37,13.37,0.47,4.43,5.57,0.79,1.07,4.2,5.27,8.13,1.97,0.33,2.97,2.83,25.13,112.67,109.0,2.76,0.4,0.97,2005.0,18.27,0.55,0.35,0.27,2.33,9.1,5.77,25.6,1.97,0.47,11.5,22.43,6.33,1.9,8.23,0.14,2.83,-0.5,2.33,3.23,17.03,0.65,0.16,0.07,0.05,0.37,0.35,0.47,0.65,0.42,0.42,0.42,0.38,0.49,0.89,0.0,0.33,0.21,0.4,0.0,0.0
billuch01,30.0,76.33,76.33,34.88,8.07,18.63,0.43,2.97,7.47,0.39,5.1,11.2,0.45,8.63,9.6,0.9,0.73,4.1,4.83,11.87,1.77,0.33,3.23,3.1,27.7,125.67,106.0,3.68,0.64,1.06,2006.0,22.77,0.6,0.4,0.52,1.57,8.93,5.23,35.63,1.77,0.4,12.4,22.47,10.53,2.97,13.47,0.24,5.63,0.6,6.2,5.53,17.1,0.6,0.19,0.04,0.12,0.25,0.4,0.45,0.54,0.39,0.42,0.42,0.39,0.24,0.52,0.0,1.0,0.14,0.37,1.33,0.0
birchkh01,26.33,53.0,7.67,16.48,6.23,11.43,0.55,0.13,0.6,0.12,6.1,10.83,0.56,3.63,5.2,0.7,5.8,8.17,14.0,2.87,1.4,1.87,1.57,4.6,16.23,126.0,109.0,1.85,0.25,1.06,2018.33,16.9,0.59,0.05,0.46,12.6,18.4,15.43,8.5,1.4,3.27,10.3,13.63,1.77,1.0,2.8,0.16,-0.53,0.3,-0.23,0.37,5.33,0.95,0.51,0.31,0.11,0.03,0.05,0.56,0.69,0.44,0.42,0.13,0.08,0.73,0.33,0.22,36.0,0.22,0.1,0.0,0.0
bitadgo01,22.0,44.33,6.67,13.02,7.67,15.43,0.5,1.27,4.93,0.26,6.4,10.57,0.6,3.5,5.27,0.66,5.6,7.4,12.97,3.63,1.3,3.53,2.27,7.27,20.13,119.0,111.67,1.73,0.24,1.0,2021.0,17.13,0.57,0.31,0.34,12.87,17.1,14.93,10.73,1.3,6.33,11.33,17.8,0.93,0.67,1.57,0.13,-1.0,0.5,-0.5,0.2,10.4,0.69,0.43,0.21,0.03,0.01,0.31,0.6,0.73,0.39,0.32,0.0,0.26,0.65,0.94,0.12,20.33,0.05,0.07,0.0,0.0
biyombi01,25.0,69.0,19.0,18.6,5.13,9.13,0.55,0.0,0.0,0.0,5.13,9.13,0.56,3.23,5.9,0.52,5.6,11.13,16.7,1.53,0.73,4.27,2.37,6.2,13.43,114.0,102.67,0.6,0.15,0.95,2017.0,14.83,0.57,0.0,0.69,12.13,24.73,18.43,4.37,0.73,7.13,16.57,12.37,1.6,2.3,3.93,0.14,-2.37,1.63,-0.73,0.43,3.3,1.0,0.6,0.31,0.07,0.02,0.0,0.56,0.7,0.32,0.37,0.1,0.0,0.71,0.0,0.25,54.33,0.0,0.0,0.0,0.0
bjeline01,31.33,73.33,45.67,22.41,7.27,15.27,0.48,2.73,6.93,0.39,4.5,8.3,0.54,2.0,2.63,0.77,2.87,8.87,11.73,5.17,1.57,1.2,2.73,5.27,19.27,115.67,108.67,1.9,0.34,1.01,2019.33,15.1,0.59,0.45,0.17,6.4,20.07,13.23,15.2,1.57,2.27,14.23,17.1,2.37,1.97,4.27,0.13,0.23,1.1,1.37,1.4,14.33,0.55,0.28,0.22,0.03,0.03,0.45,0.54,0.65,0.45,0.39,0.39,0.39,0.61,0.95,0.03,14.67,0.15,0.4,0.0,0.0
blackta01,24.67,60.33,19.0,15.26,6.73,12.13,0.56,0.03,0.37,0.2,6.7,11.7,0.57,3.07,5.23,0.59,6.07,9.23,15.3,1.57,1.33,1.93,2.6,8.07,16.53,114.0,107.0,0.64,0.13,0.97,2015.67,14.67,0.58,0.03,0.43,13.37,21.0,17.1,4.87,1.33,3.23,15.27,15.03,1.4,0.9,2.33,0.12,-2.33,-0.27,-2.63,-0.13,3.53,0.97,0.69,0.22,0.02,0.03,0.03,0.57,0.67,0.36,0.12,0.12,0.2,0.72,0.33,0.25,46.67,0.09,0.11,1.0,0.0
blairde01,21.0,75.67,50.0,20.31,9.53,17.97,0.53,0.0,0.07,0.0,9.53,17.93,0.53,2.87,4.73,0.61,6.4,9.8,16.2,2.53,2.27,1.07,3.6,6.9,21.93,107.33,101.0,0.71,0.14,0.92,2010.0,17.47,0.55,0.0,0.27,14.67,21.43,18.1,7.8,2.27,1.4,15.2,20.87,1.83,2.6,4.47,0.14,-0.87,0.37,-0.5,0.6,4.0,1.0,0.6,0.31,0.08,0.01,0.0,0.53,0.63,0.39,0.39,0.27,0.0,0.68,0.0,0.05,21.33,0.0,0.0,0.33,0.0
blakest01,29.0,65.0,53.33,29.25,5.93,14.17,0.42,3.1,7.47,0.42,2.83,6.7,0.42,1.3,1.6,0.79,0.77,4.07,4.83,8.53,1.47,0.17,2.63,3.27,16.3,113.67,110.33,3.25,0.61,0.93,2009.0,12.7,0.55,0.54,0.12,1.7,8.8,5.27,24.7,1.47,0.2,15.33,15.17,2.73,1.27,4.0,0.1,0.63,-0.13,0.5,1.17,19.9,0.46,0.09,0.07,0.09,0.22,0.54,0.42,0.55,0.39,0.27,0.46,0.42,0.34,0.89,0.0,0.0,0.33,0.48,7.0,0.33
blatcan01,25.33,78.67,17.0,22.99,11.17,22.87,0.49,0.3,1.2,0.24,10.87,21.67,0.5,4.8,6.7,0.72,4.4,8.6,13.0,3.5,2.47,1.57,4.03,5.4,27.47,104.0,104.0,0.88,0.15,0.92,2011.33,19.43,0.53,0.05,0.29,9.67,19.23,14.4,12.37,2.47,2.37,13.5,25.97,1.6,2.4,4.0,0.11,0.53,0.4,0.93,1.3,9.17,0.95,0.39,0.21,0.12,0.22,0.05,0.5,0.66,0.4,0.37,0.41,0.24,0.51,0.82,0.06,46.0,0.34,0.35,2.67,0.0
blaylmo01,34.0,35.0,0.0,17.11,4.2,12.4,0.34,1.3,3.6,0.36,3.0,8.8,0.34,0.3,0.7,0.5,0.7,3.7,4.4,9.7,2.0,0.3,3.1,1.7,10.1,92.0,111.0,3.13,0.78,0.64,2001.0,9.2,0.4,0.29,0.06,1.4,8.1,4.7,28.2,2.0,0.5,19.8,13.1,-0.2,0.1,-0.1,-0.0,-2.1,-0.7,-2.8,-0.1,16.9,0.71,0.14,0.06,0.14,0.37,0.29,0.34,0.57,0.12,0.33,0.28,0.36,0.34,0.87,0.0,0.0,0.31,0.31,1.0,0.0
bledser01,25.33,57.67,36.33,29.19,9.6,21.53,0.44,1.87,5.1,0.37,7.73,16.4,0.47,6.13,7.5,0.81,1.5,5.27,6.8,8.6,2.87,1.17,4.87,3.63,27.17,106.67,106.67,1.77,0.4,0.91,2014.33,19.33,0.54,0.23,0.34,3.47,12.03,7.67,28.8,2.87,1.9,16.47,25.93,2.23,1.67,3.83,0.12,2.5,0.97,3.47,2.23,12.33,0.77,0.31,0.16,0.1,0.2,0.23,0.47,0.59,0.42,0.42,0.34,0.37,0.2,0.6,0.02,9.67,0.15,0.31,2.33,0.0
blevike01,26.0,31.0,1.0,11.26,4.8,15.5,0.31,2.9,10.1,0.29,1.8,5.5,0.33,0.8,1.5,0.55,2.2,4.1,6.3,2.7,1.8,0.1,2.4,4.1,13.3,86.0,119.0,1.13,0.17,0.72,2021.0,4.8,0.41,0.65,0.1,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,-0.6,0.1,-0.5,-0.07,-5.6,-2.9,-8.5,-0.6,18.4,0.35,0.21,0.06,0.03,0.05,0.65,0.33,0.39,0.29,0.0,0.33,0.29,0.62,0.86,0.02,1.0,0.32,0.22,0.0,0.0
