peak_Player-additional,peak_Age,peak_G,peak_GS,peak_MP,peak_FG,peak_FGA,peak_FG%,peak_3P,peak_3PA,peak_3P%,peak_2P,peak_2PA,peak_2P%,peak_FT,peak_FTA,peak_FT%,peak_ORB,peak_DRB,peak_TRB,peak_AST,peak_STL,peak_BLK,peak_TOV,peak_PF,peak_PTS,peak_ORtg,peak_DRtg,peak_AST_2_TOV,peak_AST_2_FG,peak_PPP,peak_Season,peak_PER,peak_TS%,peak_3PAr,peak_FTr,peak_ORB%,peak_DRB%,peak_TRB%,peak_AST%,peak_STL%,peak_BLK%,peak_TOV%,peak_USG%,peak_OWS,peak_DWS,peak_WS,peak_WS/48,peak_OBPM,peak_DBPM,peak_BPM,peak_VORP,peak_Dist.,peak_2P_prop,peak_0-3_prop,peak_3-10_prop,peak_10-16_prop,peak_16-3P_prop,peak_3P_prop,peak_2P_fg%,peak_0-3_fg%,peak_3-10_fg%,peak_10-16_fg%,peak_16-3P_fg%,peak_3P_fg%,peak_2P_%astd,peak_3P_%astd,peak_dunk_%FGA,peak_dunk_#,peak_corner_%3PA,peak_corner_3P%,peak_heave_Att.,peak_heave_#
turnemy01,24.33,59.33,59.33,29.16,9.07,17.57,0.51,2.2,6.1,0.36,6.83,11.47,0.61,4.03,5.33,0.76,2.4,9.63,12.07,2.23,1.13,4.3,2.37,4.93,24.37,116.0,108.67,0.95,0.13,1.09,2020.33,18.47,0.61,0.35,0.3,5.53,22.07,13.83,6.87,1.13,7.77,10.67,19.7,2.33,2.6,4.93,0.14,0.5,1.5,2.0,1.8,13.67,0.65,0.27,0.2,0.08,0.1,0.35,0.61,0.75,0.51,0.54,0.41,0.36,0.75,0.98,0.08,47.67,0.12,0.46,0.0,0.0
udohek01,29.33,49.0,1.33,7.67,5.2,9.23,0.55,0.0,0.03,0.0,5.2,9.23,0.55,2.73,3.87,0.72,3.67,7.33,11.03,3.57,2.47,4.0,1.97,6.6,13.1,120.67,99.33,2.03,0.39,1.01,2016.33,15.9,0.59,0.0,0.42,8.4,16.23,12.37,10.13,2.47,6.63,15.1,11.5,0.73,0.9,1.7,0.18,-1.47,3.67,2.2,0.53,5.37,1.0,0.45,0.32,0.2,0.03,0.0,0.55,0.74,0.43,0.37,0.0,0.0,0.71,0.0,0.14,11.33,0.0,0.0,0.33,0.0
udokaim01,30.0,71.67,26.0,20.69,6.1,14.5,0.42,2.33,6.33,0.37,3.8,8.2,0.46,1.67,2.37,0.7,1.8,6.97,8.77,2.73,2.0,0.57,2.1,4.97,16.17,103.33,104.67,1.32,0.19,0.92,2007.0,11.03,0.52,0.43,0.16,4.0,15.33,9.7,8.07,2.0,0.83,11.77,15.53,0.87,1.77,2.67,0.08,-1.57,1.23,-0.4,0.67,16.07,0.57,0.22,0.05,0.08,0.22,0.43,0.46,0.56,0.42,0.4,0.39,0.37,0.67,0.98,0.01,2.67,0.65,0.39,0.67,0.0
udrihbe01,27.33,79.33,26.0,22.63,8.1,17.03,0.48,1.6,4.5,0.34,6.5,12.6,0.51,3.23,4.0,0.82,0.77,3.83,4.6,7.27,1.73,0.33,3.1,3.63,21.07,111.0,106.0,2.39,0.43,0.96,2009.33,15.13,0.56,0.26,0.24,1.6,8.6,5.07,22.77,1.73,0.4,14.1,19.0,2.97,1.67,4.63,0.12,0.3,0.37,0.63,1.17,14.4,0.74,0.2,0.1,0.2,0.24,0.26,0.51,0.71,0.33,0.5,0.43,0.34,0.47,0.9,0.0,0.0,0.31,0.39,3.67,0.0
ukicro01,24.0,72.0,0.0,12.36,7.2,19.0,0.38,0.6,3.6,0.18,6.6,15.4,0.43,2.6,3.5,0.73,1.6,2.8,4.4,9.0,1.8,0.1,3.5,4.5,17.6,93.0,113.0,2.57,0.47,0.73,2008.0,9.8,0.43,0.19,0.18,3.6,6.3,4.9,27.2,1.8,0.2,14.6,21.3,-0.8,0.4,-0.4,-0.02,-3.2,-1.4,-4.6,-0.6,9.3,0.81,0.45,0.14,0.13,0.09,0.19,0.43,0.48,0.5,0.37,0.11,0.18,0.14,0.55,0.0,0.0,0.16,0.3,0.0,0.0
valanjo01,26.33,62.67,55.0,24.33,12.2,21.27,0.57,0.7,1.93,0.36,11.5,19.37,0.59,5.27,6.6,0.79,5.6,13.93,19.53,2.83,0.87,2.0,3.33,5.63,30.3,120.0,105.0,0.87,0.13,1.1,2018.33,23.77,0.63,0.09,0.31,12.63,31.2,21.97,9.83,0.87,3.5,12.1,24.53,3.97,2.5,6.53,0.2,2.6,0.03,2.7,1.8,6.5,0.91,0.43,0.35,0.1,0.03,0.09,0.59,0.69,0.52,0.45,0.57,0.36,0.6,0.92,0.09,57.0,0.11,0.58,0.0,0.0
valende01,25.67,58.33,15.0,19.16,7.97,19.9,0.4,3.83,11.13,0.35,4.07,8.73,0.46,0.73,0.93,0.81,1.03,7.5,8.57,4.93,1.83,0.4,2.3,4.2,20.5,101.33,110.67,2.18,0.26,0.91,2018.67,11.73,0.51,0.56,0.05,2.3,17.37,9.67,15.33,1.83,0.77,10.2,20.1,0.17,1.07,1.23,0.05,-1.33,-0.07,-1.43,0.17,18.6,0.44,0.08,0.13,0.14,0.09,0.56,0.46,0.59,0.42,0.43,0.46,0.35,0.43,0.82,0.0,1.33,0.2,0.39,1.33,0.0
vandeja01,22.0,72.0,54.0,22.43,5.87,10.1,0.58,0.27,0.97,0.22,5.57,9.2,0.61,2.33,3.67,0.64,4.87,10.37,15.3,3.43,2.43,1.2,2.17,4.83,14.33,124.0,110.0,1.56,0.33,1.03,2021.0,15.53,0.61,0.09,0.37,10.93,23.93,17.33,9.7,2.43,2.27,15.53,12.27,2.47,2.3,4.77,0.14,-0.93,1.33,0.4,1.03,4.47,0.91,0.66,0.22,0.02,0.0,0.09,0.61,0.72,0.32,0.15,0.25,0.22,0.69,1.0,0.25,82.33,0.71,0.3,0.0,0.0
vanexni01,31.33,66.0,27.0,30.99,8.83,21.9,0.4,2.93,7.97,0.37,5.87,13.93,0.41,2.97,3.8,0.78,0.73,4.63,5.33,8.53,1.17,0.1,3.13,2.23,23.5,104.33,110.0,2.71,0.39,0.88,2002.33,15.3,0.5,0.37,0.17,1.53,9.87,5.73,27.6,1.17,0.13,12.0,23.03,2.47,0.8,3.33,0.08,1.9,-1.57,0.3,1.3,15.47,0.63,0.13,0.21,0.13,0.16,0.37,0.41,0.5,0.44,0.35,0.36,0.37,0.28,0.71,0.0,0.33,0.16,0.29,2.0,0.0
vanhoke01,27.0,75.67,72.0,31.5,9.87,21.67,0.46,1.9,5.17,0.37,7.97,16.5,0.48,4.43,5.37,0.82,3.3,8.73,12.03,2.77,1.4,0.8,3.43,5.07,26.07,105.33,102.0,0.82,0.13,0.95,2002.0,17.03,0.54,0.24,0.25,7.13,19.13,13.13,9.33,1.4,1.07,12.53,23.6,3.33,3.03,6.37,0.13,1.23,-0.47,0.77,1.7,11.67,0.76,0.3,0.18,0.14,0.14,0.24,0.48,0.61,0.44,0.37,0.38,0.37,0.61,0.99,0.05,48.33,0.3,0.42,0.0,0.0
vanvlfr01,26.0,57.0,57.0,36.7,8.5,21.2,0.4,4.3,11.43,0.38,4.2,9.67,0.43,4.1,4.77,0.87,0.7,4.8,5.5,8.67,2.33,0.67,2.97,3.2,25.43,113.67,110.0,2.98,0.41,0.97,2020.0,16.8,0.55,0.54,0.23,1.53,10.87,6.13,27.03,2.33,1.43,11.3,23.1,3.03,2.57,5.6,0.13,2.2,0.7,2.93,2.67,17.83,0.46,0.19,0.12,0.07,0.09,0.54,0.43,0.58,0.27,0.37,0.38,0.38,0.24,0.65,0.0,0.0,0.13,0.38,3.33,0.0
varejan01,29.33,55.33,20.33,30.74,7.0,13.7,0.52,0.0,0.2,0.07,7.0,13.5,0.52,3.27,4.67,0.7,6.0,11.67,17.6,3.63,1.93,1.17,2.07,4.67,17.27,118.0,103.0,1.71,0.26,0.97,2011.33,18.17,0.55,0.01,0.34,13.07,26.23,19.57,11.23,1.93,1.83,11.6,15.47,3.07,2.53,5.6,0.17,1.4,0.73,2.13,1.57,6.8,0.99,0.51,0.19,0.13,0.16,0.01,0.52,0.62,0.4,0.34,0.43,0.07,0.71,0.33,0.06,22.0,0.05,0.0,1.0,0.0
vasqugr01,27.0,79.67,43.33,27.07,8.2,19.47,0.42,2.8,7.47,0.37,5.43,12.0,0.45,2.2,2.67,0.81,0.7,5.13,5.8,10.47,1.13,0.17,3.93,4.2,21.37,106.0,110.67,2.63,0.53,0.87,2013.0,14.33,0.52,0.39,0.14,1.5,11.5,6.47,33.07,1.13,0.27,15.87,21.3,2.43,0.93,3.4,0.08,1.03,-1.6,-0.6,0.77,14.77,0.61,0.14,0.3,0.08,0.1,0.39,0.45,0.58,0.4,0.43,0.45,0.37,0.26,0.79,0.0,0.33,0.12,0.46,4.0,0.0
vaughja01,28.0,75.33,22.67,18.53,5.47,12.2,0.45,0.33,0.87,0.39,5.13,11.3,0.46,3.1,3.97,0.78,0.63,3.73,4.37,8.7,1.83,0.1,3.0,5.2,14.4,106.0,106.33,2.9,0.72,0.85,2003.0,11.5,0.52,0.07,0.33,1.37,8.3,4.87,25.93,1.83,0.13,17.57,14.8,1.43,1.03,2.4,0.09,-2.53,-0.07,-2.6,-0.23,12.13,0.93,0.31,0.07,0.1,0.44,0.07,0.46,0.51,0.33,0.43,0.44,0.39,0.46,0.9,0.0,0.0,0.64,0.39,0.0,0.0
villach01,26.33,73.33,21.33,20.38,11.3,26.07,0.43,3.77,10.37,0.36,7.53,15.7,0.48,3.2,4.1,0.74,2.83,8.73,11.57,2.13,1.23,1.53,2.57,5.87,29.53,106.0,107.0,0.8,0.08,0.97,2010.33,17.33,0.53,0.4,0.16,6.1,20.17,12.93,7.43,1.23,2.43,8.33,26.37,1.63,1.6,3.27,0.1,1.7,-0.87,0.87,1.03,14.7,0.6,0.21,0.15,0.13,0.11,0.4,0.48,0.57,0.46,0.4,0.43,0.36,0.59,0.98,0.04,28.67,0.21,0.32,1.33,0.33
vincega01,25.0,62.0,22.67,20.78,6.63,16.67,0.4,3.5,10.47,0.34,3.1,6.2,0.5,1.6,1.87,0.85,0.77,3.37,4.1,5.47,1.8,0.23,2.77,5.13,18.4,103.0,113.33,1.97,0.33,0.91,2021.0,9.07,0.53,0.63,0.11,1.7,7.77,4.73,16.13,1.8,0.47,13.67,18.13,-0.0,1.37,1.37,0.04,-3.17,-0.23,-3.4,-0.33,18.9,0.37,0.15,0.1,0.07,0.06,0.63,0.5,0.58,0.41,0.49,0.43,0.34,0.44,0.78,0.0,0.67,0.28,0.35,1.67,0.0
vonleno01,23.0,52.67,24.67,17.33,6.03,12.3,0.49,0.93,3.13,0.28,5.1,9.17,0.56,2.73,3.9,0.7,3.9,12.0,15.87,3.0,1.27,1.03,2.27,4.53,15.73,112.67,109.33,1.3,0.25,0.96,2018.0,14.07,0.56,0.25,0.32,8.43,27.1,17.53,9.17,1.27,1.8,13.97,14.4,0.87,1.1,1.93,0.1,-1.17,0.2,-1.0,0.3,9.7,0.75,0.42,0.24,0.03,0.06,0.25,0.56,0.65,0.44,0.22,0.27,0.28,0.46,0.98,0.13,25.0,0.13,0.3,0.0,0.0
vromaja01,23.5,43.5,10.0,12.61,4.9,12.1,0.4,0.0,0.1,0.0,4.9,11.95,0.41,3.25,5.8,0.56,4.65,7.8,12.45,2.3,1.75,1.5,3.85,9.25,13.05,87.5,105.5,0.58,0.19,0.7,2004.5,7.75,0.44,0.01,0.52,9.85,17.6,13.6,6.9,1.75,2.15,20.65,15.8,-0.6,0.6,0.0,0.0,-5.55,0.3,-5.25,-0.45,4.25,0.99,0.66,0.15,0.08,0.11,0.01,0.41,0.47,0.37,0.14,0.15,0.0,0.62,0.0,0.13,14.0,0.17,0.0,0.0,0.0
vucevni01,29.0,70.67,70.67,32.38,13.17,26.83,0.49,2.53,6.87,0.37,10.57,19.93,0.53,3.13,3.9,0.8,3.6,13.73,17.33,5.67,1.4,1.27,2.6,3.07,32.0,113.67,106.67,2.22,0.21,1.03,2019.0,23.43,0.56,0.26,0.15,7.73,30.83,19.03,20.9,1.4,2.3,8.4,27.7,4.07,3.53,7.6,0.16,4.53,0.87,5.37,4.33,12.63,0.74,0.21,0.27,0.15,0.11,0.26,0.53,0.69,0.5,0.43,0.43,0.37,0.67,0.99,0.03,32.33,0.02,0.48,0.33,0.0
vujacsa01,24.0,73.0,0.33,14.17,6.87,16.5,0.41,3.33,8.9,0.37,3.53,7.6,0.46,2.77,3.2,0.87,1.2,4.93,6.13,3.63,2.07,0.3,1.63,5.43,19.83,114.33,105.67,2.34,0.23,1.01,2008.0,13.03,0.55,0.54,0.19,2.77,10.57,6.77,10.47,2.07,0.4,8.43,17.0,1.63,1.27,2.9,0.13,-0.37,0.77,0.43,0.7,20.1,0.46,0.11,0.01,0.05,0.3,0.54,0.46,0.56,0.13,0.45,0.43,0.37,0.69,0.92,0.0,1.67,0.29,0.4,1.33,0.0
wadede01,25.0,52.67,20.0,19.57,4.87,11.27,0.43,2.77,7.67,0.36,2.1,3.53,0.59,1.0,1.47,0.7,1.4,6.87,8.23,2.57,1.5,0.83,1.0,4.23,13.53,117.0,112.0,2.62,0.23,1.05,2021.0,9.97,0.57,0.69,0.13,3.2,15.7,9.43,7.2,1.5,1.43,7.73,11.4,0.87,1.13,2.03,0.1,-1.97,1.1,-0.87,0.3,18.7,0.31,0.19,0.05,0.05,0.02,0.69,0.59,0.73,0.4,0.34,0.46,0.36,0.69,0.98,0.05,10.0,0.3,0.37,0.0,0.0
wadedw01,26.67,69.0,68.67,37.57,13.93,28.7,0.49,1.17,3.93,0.29,12.77,24.77,0.51,10.8,13.93,0.78,1.7,5.23,6.93,10.17,2.9,1.73,5.2,3.27,39.87,113.33,103.67,1.97,0.36,0.99,2007.67,29.1,0.57,0.13,0.49,3.73,11.5,7.63,39.07,2.9,2.57,13.03,35.27,8.23,3.97,12.17,0.22,7.2,2.1,9.33,7.47,11.5,0.87,0.36,0.1,0.11,0.31,0.13,0.51,0.67,0.48,0.4,0.38,0.29,0.27,0.26,0.08,100.67,0.11,0.2,4.33,0.0
wafervo01,24.67,51.33,4.67,14.4,8.17,18.53,0.44,2.03,6.0,0.34,6.17,12.5,0.5,3.77,4.97,0.77,0.73,4.2,4.93,3.27,1.5,0.37,2.83,3.27,22.17,102.0,105.33,1.27,0.18,0.94,2009.67,12.23,0.53,0.33,0.27,1.7,9.03,5.47,10.37,1.5,0.57,11.97,20.73,0.47,0.93,1.37,0.08,-1.33,0.1,-1.27,0.23,13.93,0.67,0.3,0.11,0.07,0.19,0.33,0.5,0.63,0.44,0.4,0.36,0.34,0.39,0.94,0.04,10.67,0.24,0.35,0.33,0.0
wagneda02,19.5,45.5,14.0,22.78,8.3,22.55,0.37,2.15,6.4,0.34,6.1,16.15,0.38,3.55,4.7,0.74,0.7,3.0,3.65,4.3,1.65,0.4,3.1,5.25,22.3,92.5,109.0,1.39,0.19,0.8,2002.5,9.75,0.45,0.28,0.21,1.5,6.4,3.9,14.65,1.65,0.55,11.2,23.55,-0.15,0.25,0.1,0.0,-2.75,-2.0,-4.8,-0.7,12.15,0.72,0.25,0.27,0.11,0.09,0.28,0.38,0.44,0.38,0.29,0.33,0.34,0.35,0.92,0.02,7.5,0.16,0.21,0.5,0.0
wagnemo01,23.67,55.0,8.67,17.75,8.87,17.4,0.51,2.3,7.23,0.32,6.57,10.13,0.65,5.43,6.57,0.82,2.73,9.0,11.77,3.73,1.4,0.8,3.17,6.87,25.5,118.0,113.0,1.21,0.21,1.08,2020.67,16.87,0.63,0.41,0.38,6.2,20.87,13.43,12.23,1.4,1.43,13.73,20.87,1.67,0.97,2.63,0.13,-0.03,0.0,-0.03,0.5,12.07,0.59,0.39,0.18,0.01,0.01,0.41,0.65,0.75,0.45,0.28,0.13,0.32,0.77,0.99,0.12,37.67,0.15,0.36,0.0,0.0
wainris01,27.5,52.5,1.0,11.61,5.0,13.0,0.38,2.75,8.55,0.33,2.15,4.45,0.49,1.15,1.65,0.71,3.0,4.3,7.3,2.4,2.35,1.0,1.45,6.4,13.95,109.0,110.0,1.75,0.19,0.92,2021.5,9.3,0.51,0.66,0.13,6.8,9.75,8.25,6.35,2.35,1.85,9.5,13.45,0.25,0.9,1.15,0.08,-2.85,1.25,-1.6,0.1,17.8,0.34,0.19,0.12,0.01,0.01,0.66,0.49,0.62,0.38,0.25,0.0,0.33,0.58,0.99,0.03,3.0,0.49,0.38,1.0,0.0
waitedi01,24.67,53.33,31.67,28.52,9.8,23.1,0.42,3.37,8.8,0.38,6.43,14.3,0.45,2.63,4.1,0.61,0.6,4.57,5.17,5.9,1.43,0.5,3.43,3.47,25.63,100.67,110.0,1.74,0.26,0.91,2015.67,13.3,0.52,0.39,0.17,1.27,10.03,5.6,19.47,1.43,0.83,12.07,24.77,0.2,1.3,1.47,0.05,-0.17,-0.73,-0.9,0.43,15.2,0.61,0.28,0.07,0.06,0.19,0.39,0.45,0.53,0.33,0.27,0.44,0.38,0.28,0.83,0.01,10.67,0.25,0.44,1.33,0.0
walkean02,27.0,81.67,60.67,34.5,9.4,22.53,0.42,2.73,8.13,0.32,6.73,14.37,0.47,2.5,3.8,0.64,2.8,8.33,11.1,5.63,1.4,0.83,3.7,3.97,24.0,100.33,104.33,1.52,0.25,0.86,2003.0,15.77,0.5,0.36,0.17,5.97,18.0,11.97,18.33,1.4,1.2,13.33,24.27,1.67,3.07,4.73,0.08,1.53,-0.5,1.03,2.23,12.07,0.64,0.34,0.2,0.06,0.05,0.36,0.47,0.57,0.37,0.31,0.29,0.32,0.38,0.93,0.02,18.67,0.14,0.32,1.33,0.33
walkebi01,24.0,40.0,9.0,20.32,6.53,14.87,0.43,3.63,9.53,0.39,2.9,5.33,0.5,1.93,2.53,0.76,0.87,6.0,6.87,2.43,1.6,0.47,2.1,5.7,18.57,108.67,110.33,1.18,0.16,1.02,2011.0,11.3,0.58,0.64,0.17,1.97,13.53,7.73,7.37,1.6,0.7,11.53,16.07,0.73,0.43,1.17,0.08,-0.9,-0.53,-1.43,0.1,17.97,0.36,0.2,0.07,0.02,0.05,0.64,0.5,0.68,0.26,0.35,0.36,0.39,0.59,0.97,0.07,14.67,0.2,0.37,0.33,0.0
walkeke02,27.67,72.33,72.33,33.56,11.57,26.57,0.43,4.6,12.17,0.38,6.97,14.4,0.48,5.97,6.97,0.85,0.9,5.0,5.9,7.83,1.53,0.6,3.3,2.3,33.63,113.67,111.67,2.38,0.3,1.02,2017.67,21.0,0.57,0.46,0.26,1.97,11.17,6.57,27.57,1.53,1.07,10.03,29.3,5.1,2.03,7.13,0.14,5.0,-0.7,4.3,3.83,16.13,0.54,0.25,0.09,0.08,0.11,0.46,0.48,0.57,0.32,0.45,0.45,0.38,0.22,0.48,0.0,0.0,0.06,0.43,6.0,0.33
walkelo01,22.67,62.33,16.67,20.8,8.43,19.77,0.43,2.87,8.17,0.36,5.57,11.6,0.48,2.97,3.77,0.79,0.7,4.67,5.37,3.37,1.3,0.63,1.97,3.1,22.67,104.67,115.67,1.69,0.17,0.97,2020.67,11.67,0.53,0.41,0.19,1.63,10.33,6.0,10.0,1.3,1.1,8.53,20.83,0.23,0.9,1.1,0.04,-1.53,-0.93,-2.47,-0.13,15.03,0.59,0.23,0.17,0.08,0.12,0.41,0.48,0.66,0.38,0.33,0.4,0.36,0.57,0.91,0.05,20.67,0.24,0.38,3.0,0.0
walkesa01,26.0,56.33,34.0,18.4,5.23,11.93,0.44,0.0,0.1,0.0,5.23,11.87,0.44,3.1,4.67,0.66,4.8,10.27,15.03,1.83,0.97,2.17,2.0,6.17,13.53,104.33,100.67,0.92,0.16,0.85,2002.0,12.17,0.48,0.01,0.39,10.2,22.0,16.1,5.2,0.97,3.03,12.47,13.77,1.03,1.6,2.7,0.1,-2.07,0.1,-2.0,0.17,6.77,0.99,0.42,0.29,0.18,0.1,0.01,0.44,0.55,0.38,0.36,0.29,0.0,0.61,0.0,0.12,27.33,0.0,0.0,0.67,0.0
wallabe01,28.0,78.0,78.0,37.84,4.77,10.2,0.48,0.0,0.1,0.1,4.77,10.1,0.48,1.97,4.37,0.45,5.73,13.8,19.57,2.3,2.37,4.63,1.73,3.17,11.53,107.67,90.0,1.37,0.23,0.84,2002.0,17.7,0.48,0.01,0.44,12.43,29.77,21.1,6.93,2.37,6.23,12.5,12.0,2.7,8.07,10.8,0.18,0.6,3.37,3.93,4.47,4.43,0.99,0.64,0.15,0.11,0.09,0.01,0.48,0.6,0.27,0.25,0.29,0.1,0.61,0.67,0.23,106.67,0.21,0.0,1.33,0.0
wallage01,24.33,66.0,64.67,36.24,8.63,17.1,0.51,0.67,2.17,0.3,8.0,14.93,0.54,6.2,8.77,0.7,2.8,8.07,10.9,3.37,3.0,1.97,2.97,4.17,24.2,112.33,102.0,1.13,0.2,1.01,2006.33,19.9,0.58,0.12,0.52,6.17,18.87,12.33,11.23,3.0,2.93,12.33,20.77,4.03,3.83,7.87,0.16,1.83,2.23,4.03,3.53,6.17,0.88,0.66,0.07,0.03,0.12,0.12,0.54,0.59,0.36,0.29,0.37,0.3,0.5,0.97,0.11,75.67,0.59,0.33,0.67,0.0
wallajo01,28.0,41.5,0.0,10.3,9.5,22.2,0.43,0.6,1.65,0.38,8.85,20.55,0.43,4.45,5.4,0.82,2.35,6.6,8.9,2.6,0.95,1.1,3.35,6.0,24.05,96.5,104.5,0.79,0.12,0.86,2002.0,12.65,0.49,0.08,0.25,4.95,14.35,9.55,8.6,0.95,1.5,11.95,24.0,0.1,0.4,0.5,0.05,-1.8,-0.8,-2.6,-0.1,11.4,0.92,0.23,0.15,0.3,0.24,0.08,0.43,0.63,0.34,0.39,0.38,0.38,0.48,0.8,0.06,9.5,0.15,0.17,0.0,0.0
wallara01,30.33,78.67,78.33,34.24,9.6,21.63,0.44,2.6,7.23,0.36,7.03,14.4,0.49,3.0,4.03,0.75,2.1,9.43,11.53,3.2,1.83,2.47,2.03,4.47,24.87,109.33,100.0,1.63,0.15,0.98,2004.33,18.03,0.53,0.34,0.19,4.47,20.67,12.5,10.07,1.83,3.43,7.93,21.77,4.03,4.7,8.73,0.16,1.9,1.67,3.6,3.77,15.47,0.66,0.15,0.14,0.19,0.18,0.34,0.49,0.66,0.45,0.43,0.42,0.36,0.62,0.97,0.06,56.33,0.12,0.3,1.0,0.0
wallaty01,23.5,46.0,9.5,19.25,6.6,15.2,0.43,0.45,1.85,0.23,6.15,13.35,0.46,2.9,4.4,0.65,1.35,5.45,6.8,3.65,1.55,0.6,2.65,5.45,16.5,95.5,112.0,1.38,0.24,0.83,2017.5,8.55,0.48,0.12,0.29,3.1,11.95,7.65,10.65,1.55,1.1,13.5,17.65,-0.3,0.5,0.2,0.01,-4.35,-0.6,-4.95,-0.5,7.8,0.88,0.33,0.37,0.14,0.03,0.12,0.46,0.61,0.36,0.4,0.41,0.23,0.56,1.0,0.02,4.5,0.49,0.37,0.5,0.0
walljo01,24.0,68.67,66.33,34.99,10.37,23.3,0.45,1.03,3.37,0.3,9.33,19.9,0.47,6.8,8.53,0.8,0.93,5.27,6.23,13.6,2.43,0.97,5.4,3.23,28.67,107.0,104.33,2.51,0.59,0.88,2014.0,21.3,0.53,0.15,0.36,2.1,11.53,6.87,45.7,2.43,1.5,16.73,28.67,3.87,3.13,7.03,0.14,3.3,0.73,4.07,3.73,12.07,0.85,0.32,0.1,0.14,0.29,0.15,0.47,0.6,0.4,0.39,0.39,0.3,0.2,0.68,0.03,32.67,0.19,0.34,4.33,0.0
waltode01,24.0,26.0,1.0,9.54,3.4,7.5,0.46,1.9,4.6,0.42,1.5,2.9,0.53,1.3,1.7,0.78,0.4,2.7,3.1,5.2,1.3,0.0,1.0,4.0,10.1,131.0,112.0,5.2,0.69,1.09,2019.0,8.7,0.62,0.62,0.23,0.9,5.8,3.4,13.9,1.4,0.0,10.4,8.1,0.4,0.2,0.6,0.11,-2.2,1.3,-1.0,0.1,20.5,0.38,0.08,0.0,0.15,0.15,0.62,0.53,0.67,0.0,0.5,0.5,0.42,0.25,0.9,0.0,0.0,0.25,0.17,0.0,0.0
waltolu01,25.33,68.67,31.0,22.18,5.87,13.07,0.45,0.97,2.8,0.35,4.9,10.23,0.48,2.4,3.37,0.72,2.53,5.97,8.43,7.03,1.77,0.53,3.03,3.97,15.2,107.0,106.33,2.32,0.55,0.86,2005.33,13.23,0.52,0.22,0.26,5.63,13.03,9.33,20.43,1.77,0.8,17.43,15.37,1.5,1.37,2.87,0.09,-0.1,0.43,0.33,0.8,11.2,0.78,0.35,0.15,0.1,0.18,0.22,0.48,0.6,0.4,0.41,0.33,0.35,0.66,0.96,0.02,8.67,0.4,0.35,1.0,0.0
wanambr01,30.0,56.0,0.33,15.36,5.97,13.67,0.44,1.4,4.33,0.32,4.57,9.4,0.49,3.97,4.43,0.89,0.67,4.5,5.23,7.37,1.93,0.43,2.87,4.6,17.37,111.67,110.67,2.58,0.54,0.94,2019.0,12.2,0.55,0.31,0.33,1.47,10.0,5.77,20.93,1.93,0.8,15.43,16.5,0.73,1.07,1.8,0.1,-2.53,0.77,-1.77,0.03,13.23,0.69,0.27,0.22,0.07,0.13,0.31,0.49,0.7,0.34,0.37,0.4,0.32,0.46,0.78,0.01,3.0,0.04,0.27,0.0,0.0
wardch01,32.0,66.67,5.33,18.87,6.2,15.63,0.39,3.3,8.9,0.37,2.87,6.73,0.43,1.6,2.0,0.78,0.73,5.63,6.33,10.17,2.97,0.53,3.77,5.0,17.23,104.0,102.67,2.73,0.65,0.85,2002.0,14.97,0.52,0.57,0.13,1.57,12.2,6.9,31.2,2.97,0.73,18.57,17.67,1.37,1.47,2.83,0.11,0.7,1.53,2.23,1.37,18.63,0.43,0.15,0.07,0.07,0.14,0.57,0.43,0.58,0.34,0.37,0.33,0.37,0.28,0.78,0.0,0.0,0.16,0.37,2.67,0.0
warretj01,24.33,52.33,35.67,29.09,10.77,21.2,0.51,2.0,4.83,0.41,8.77,16.33,0.54,3.07,3.93,0.78,1.73,4.6,6.33,2.13,1.73,0.8,1.73,4.2,26.57,113.0,112.0,1.24,0.1,1.07,2017.33,16.8,0.58,0.23,0.18,3.87,10.53,7.2,7.33,1.73,1.47,6.93,21.97,2.43,1.23,3.6,0.11,0.87,-0.67,0.13,0.9,11.63,0.77,0.28,0.19,0.19,0.11,0.23,0.54,0.7,0.43,0.47,0.37,0.41,0.6,0.91,0.04,25.0,0.42,0.45,0.67,0.0
warriha01,27.0,79.33,6.33,20.98,8.67,17.53,0.49,0.03,0.4,0.15,8.6,17.13,0.5,7.13,9.87,0.72,3.6,7.03,10.6,1.97,1.07,0.63,2.7,4.1,24.5,111.33,109.0,0.73,0.11,0.99,2009.0,16.33,0.56,0.02,0.57,7.97,15.97,11.93,6.37,1.07,1.0,11.03,21.57,2.6,1.43,4.03,0.12,-0.03,-0.93,-1.0,0.43,8.07,0.98,0.43,0.18,0.11,0.25,0.02,0.5,0.68,0.37,0.36,0.37,0.15,0.66,0.67,0.18,92.33,0.32,0.28,0.33,0.0
washipj01,23.0,67.33,54.0,30.11,7.67,17.03,0.45,2.93,8.0,0.37,4.73,9.07,0.53,2.27,3.1,0.73,2.0,6.9,8.9,3.83,1.5,1.77,2.53,4.1,20.53,108.67,113.33,1.55,0.23,0.98,2021.0,13.3,0.56,0.48,0.18,4.37,15.6,9.9,11.47,1.5,3.4,12.2,18.53,0.83,2.07,2.9,0.07,-0.9,0.17,-0.77,0.63,14.67,0.52,0.26,0.2,0.04,0.03,0.48,0.53,0.67,0.41,0.4,0.18,0.37,0.78,0.95,0.08,48.0,0.23,0.36,1.67,0.0
